,ID,LtrGrade,Department,Grade,Term_GPA,Course,Name,Age,Attendance,Gender,Latino,Race,ZIP,LAT,LNG,ProfID
1089,2016000052,C,Business Management,73.4,0.99,MGT 315,Organizational Behavior,25,74.51%,2,Yes,1,92064,32.983606,-117.019035,89
1090,2016000052,F,General Education,46.0,0.99,SPA 105,Spanish II,25,77.42%,2,Yes,1,92064,32.983606,-117.019035,19
1092,2016000052,B+,General Education,87.65,3.57,BIO 100,Natural World: Biology,25,90.32%,2,Yes,1,92064,32.983606,-117.019035,77
1093,2016000052,A,Business Management,98.5,3.57,MGT 320,HR and Talent Management,25,97.96%,2,Yes,1,92064,32.983606,-117.019035,41
1094,2016000052,A-,Integrated Core,90.0,3.57,INT 350,"The American Experiment in Politics, Culture &amp; Religion",25,100%,2,Yes,1,92064,32.983606,-117.019035,20
1100,2016000053,A,Business Management,94.12,3.54,ECO 115,Principles of Macroeconomics,21,100%,2,No,1,92128,32.999818,-117.071808,81
1101,2016000053,B-,Other,80.0,3.54,FRS 100,Freshman Seminar,21,100%,2,No,1,92128,32.999818,-117.071808,12
1102,2016000053,C+,Integrated Core,79.0,3.54,INT 100,Interdisciplinary Studies,21,94.12%,2,No,1,92128,32.999818,-117.071808,28
1103,2016000053,A,Business Management,93.0,3.54,MGT 100,Foundations of Business,21,94.12%,2,No,1,92128,32.999818,-117.071808,76
1105,2016000053,A,General Education,93.0,3.54,WRI 100,College Composition I,21,96.15%,2,No,1,92128,32.999818,-117.071808,54
1106,2016000053,C+,Business Management,77.39,3.2,ECO 110,Principles of Microeconomics,21,96.67%,2,No,1,92128,32.999818,-117.071808,17
1107,2016000053,A-,Integrated Core,90.57,3.2,INT 110,Critical Reasoning,21,93.10%,2,No,1,92128,32.999818,-117.071808,29
1108,2016000053,B,Psychology,84.88,3.2,PSY 345,Social Psychology,21,100%,2,No,1,92128,32.999818,-117.071808,15
1110,2016000053,A-,Arts and Humanities,91.5,3.2,ART 100,Intro to Studio Art &amp; Art History,21,100%,2,No,1,92128,32.999818,-117.071808,39
1111,2016000053,B+,Arts and Humanities,87.15,3.2,HIS 200,Special Topics: Civil War and Reconstruction Era,21,97.14%,2,No,1,92128,32.999818,-117.071808,12
1112,2016000053,B+,Business Management,87.54,3.86,ACC 220,Financial Accounting,21,89.66%,2,No,1,92128,32.999818,-117.071808,17
1113,2016000053,A,Psychology,96.73,3.86,PSY 250,Physiological Correlates of Human Behavior,21,100%,2,No,1,92128,32.999818,-117.071808,15
1114,2016000053,A,Business Management,93.85,3.86,MGT 210,Quantitative Business Analysis,21,100%,2,No,1,92128,32.999818,-117.071808,15
1115,2016000053,A,Integrated Core,93.4,3.86,INT 200,Classical Rhetoric,21,81.48%,2,No,1,92128,32.999818,-117.071808,25
1118,2016000053,A,Natural Sciences,96.5,3.86,MTH 110,Calculus I,21,100%,2,No,1,92128,32.999818,-117.071808,67
1119,2016000053,A-,Business Management,91.0,3.66,ACC 230,Managerial Accounting,21,100%,2,No,1,92128,32.999818,-117.071808,17
1120,2016000053,B+,Integrated Core,86.11,3.66,INT 210,Western Civilization &amp; the Formation of Christendom,21,100%,2,No,1,92128,32.999818,-117.071808,20
1121,2016000053,B+,Business Management,87.0,3.66,MGT 315,Organizational Behavior,21,76.47%,2,No,1,92128,32.999818,-117.071808,89
1122,2016000053,A,Psychology,95.1,3.66,PSY 350,Managerial Psychology - People in Organizations,21,100%,2,No,1,92128,32.999818,-117.071808,15
1123,2016000053,A,Natural Sciences,96.0,3.66,MTH 210,Calculus II,21,77.78%,2,No,1,92128,32.999818,-117.071808,25
1125,2016000053,B+,General Education,88.33,3.61,BIO 100,Natural World: Biology,21,83.87%,2,No,1,92128,32.999818,-117.071808,77
1126,2016000053,A,Business Management,94.0,3.61,BUS 305,Business Law,21,83.33%,2,No,1,92128,32.999818,-117.071808,23
1127,2016000053,P+,Other,100.0,3.61,Chapel,Chapel,21,100%,2,No,1,92128,32.999818,-117.071808,46
1128,2016000053,B,Business Management,85.45,3.61,FIN 430,Corporate Finance,21,93.02%,2,No,1,92128,32.999818,-117.071808,79
1129,2016000053,A,Business Management,95.04,3.61,MGT 320,HR and Talent Management,21,93.88%,2,No,1,92128,32.999818,-117.071808,41
1202,2016000058,C-,Natural Sciences,71.5,2.46,CHE 105,General Chemistry I and LAB,24,96.97%,2,No,1,92084,33.219935,-117.202606,31
1204,2016000058,C,Psychology,74.0,2.46,PSY 150,Introduction to Psychology,24,95.35%,2,No,1,92084,33.219935,-117.202606,80
1205,2016000058,A-,General Education,91.0,2.46,THE 100,Orthodox Christianity,24,90%,2,No,1,92084,33.219935,-117.202606,83
1206,2016000058,F (R),Natural Sciences,46.51,0.64,BIO 110,Introductory Biology II and LAB,24,87.04%,2,No,1,92084,33.219935,-117.202606,6
1207,2016000058,F (R),Natural Sciences,0.0,0.64,CHE 110,General Chemistry II and LAB,24,100%,2,No,1,92084,33.219935,-117.202606,31
1208,2016000058,D,Kinesiology,65.64,0.64,KIN 315,Nutrition for Health &amp; Exercise Performance,24,92%,2,No,1,92084,33.219935,-117.202606,40
1210,2016000058,C,Integrated Core,73.0,0.64,INT 210,Western Civilization &amp; the Formation of Christendom,24,87.50%,2,No,1,92084,33.219935,-117.202606,20
1211,2016000058,B-,Integrated Core,80.63,2.43,INT 300,Ethics,24,78.57%,2,No,1,92084,33.219935,-117.202606,29
1212,2016000058,A-,Kinesiology,91.86,2.43,KIN 150,Intro to Athletic Training,24,89.66%,2,No,1,92084,33.219935,-117.202606,51
1213,2016000058,C+,General Education,77.13,2.43,WRI 105,College Composition II,24,80%,2,No,1,92084,33.219935,-117.202606,10
1215,2016000058,D,Kinesiology,65.57,2.43,KIN 350,Measurments and Evaluation in Kinesiology,24,85.71%,2,No,1,92084,33.219935,-117.202606,50
1216,2016000058,C+,Natural Sciences,78.0,2.41,BIO 110,Introductory Biology II and LAB,24,71.43%,2,No,1,92084,33.219935,-117.202606,31
1218,2016000058,B-,Kinesiology,81.0,2.41,KIN 275,Fundamentals of Strength &amp; Conditioning &amp; Ex Prescription,24,96.88%,2,No,1,92084,33.219935,-117.202606,77
1220,2016000059,A-,Natural Sciences,90.0,3.45,BIO 105,Introductory Biology I and LAB,23,97.92%,2,No,1,92064,32.983606,-117.019035,6
1221,2016000059,B+,Kinesiology,87.0,3.45,KIN 200,Introduction to Kinesiology,23,93.10%,2,No,1,92064,32.983606,-117.019035,40
1222,2016000059,A,General Education,96.14,3.45,THE 100,Orthodox Christianity,23,90%,2,No,1,92064,32.983606,-117.019035,83
1223,2016000059,B-,Integrated Core,82.23,3.45,INT 300,Ethics,23,90.24%,2,No,1,92064,32.983606,-117.019035,29
1224,2016000059,C+,Natural Sciences,77.65,3.25,BIO 110,Introductory Biology II and LAB,23,90.74%,2,No,1,92064,32.983606,-117.019035,6
1225,2016000059,A-,Integrated Core,91.8,3.25,INT 210,Western Civilization &amp; the Formation of Christendom,23,96.88%,2,No,1,92064,32.983606,-117.019035,20
1227,2016000059,A,Kinesiology,96.5,3.25,KIN 150,Intro to Athletic Training,23,93.75%,2,No,1,92064,32.983606,-117.019035,51
1228,2016000059,B+,General Education,86.25,3.25,CHE 100,Natural World: Chemistry,23,94.44%,2,No,1,92064,32.983606,-117.019035,6
1229,2016000059,P+,Natural Sciences,100.0,3.25,BIO 390,Journal Club and Scientific Writing,23,100%,2,No,1,92064,32.983606,-117.019035,31
1250,2016000061,A,Integrated Core,93.38,3.85,INT 300,Ethics,23,92.68%,2,No,1,92081,33.164374,-117.24027,29
1251,2016000061,A,General Education,94.0,3.85,THE 100,Orthodox Christianity,23,96.67%,2,No,1,92081,33.164374,-117.24027,83
1253,2016000061,A-,Arts and Humanities,90.0,3.85,HIS 100,Introduction to Historical Study,23,100%,2,No,1,92081,33.164374,-117.24027,20
1254,2016000061,A-,Arts and Humanities,91.15,3.85,LIT 200,Intro to Literature &amp; Creative Writing,23,90.32%,2,No,1,92081,33.164374,-117.24027,54
1255,2016000061,A-,Arts and Humanities,91.5,3.2,ART 100,Intro to Studio Art &amp; Art History,23,100%,2,No,1,92081,33.164374,-117.24027,39
1256,2016000061,A,Arts and Humanities,93.04,3.2,HIS 200,Special Topics: Civil War and Reconstruction Era,23,94.29%,2,No,1,92081,33.164374,-117.24027,12
1257,2016000061,C+,Arts and Humanities,77.2,3.2,HUM 305,Literature in History,23,92.86%,2,No,1,92081,33.164374,-117.24027,28
1258,2016000061,A-,Integrated Core,90.0,3.2,INT 210,Western Civilization &amp; the Formation of Christendom,23,93.75%,2,No,1,92081,33.164374,-117.24027,20
1259,2016000061,C+,Arts and Humanities,79.92,3.2,MUS 200,Intro to Music Listening and Performance,23,100%,2,No,1,92081,33.164374,-117.24027,75
1261,2016000061,A,Arts and Humanities,93.54,3.82,HIS 300,Historians &amp; Historiography: Ancient &amp; Modern,23,100%,2,No,1,92081,33.164374,-117.24027,20
1262,2016000061,A-,Arts and Humanities,92.55,3.82,HUM 300,Philosophy of Religion,23,96.55%,2,No,1,92081,33.164374,-117.24027,29
1263,2016000061,A,Integrated Core,97.32,3.82,INT 200,Classical Rhetoric,23,88%,2,No,1,92081,33.164374,-117.24027,25
1264,2016000061,A-,Arts and Humanities,90.0,3.82,HUM 310,"Word, Image, Song",23,92.86%,2,No,1,92081,33.164374,-117.24027,28
1265,2016000061,A-,Arts and Humanities,91.3,3.82,HIS 315,The Twentieth Century,23,100%,2,No,1,92081,33.164374,-117.24027,20
1267,2016000061,B+,Arts and Humanities,89.15,2.44,HIS 305,Special Topics in Western History to 1700,23,97.67%,2,No,1,92081,33.164374,-117.24027,20
1268,2016000061,A-,Arts and Humanities,92.42,2.44,HIS 310,Non-Western History &amp; Geography to 1900,23,97.83%,2,No,1,92081,33.164374,-117.24027,20
1269,2016000061,C-,Arts and Humanities,72.0,2.44,HUM 400,Becoming Human,23,100%,2,No,1,92081,33.164374,-117.24027,28
1271,2016000061,B,Arts and Humanities,84.0,2.44,HUM 498,Capstone I: Research in Humanities,23,87.50%,2,No,1,92081,33.164374,-117.24027,62
1274,2016000061,A-,Integrated Core,91.0,3.52,INT 350,"The American Experiment in Politics, Culture &amp; Religion",23,80%,2,No,1,92081,33.164374,-117.24027,20
1275,2016000061,B-,General Education,80.39,3.52,WRI 105,College Composition II,23,64.44%,2,No,1,92081,33.164374,-117.24027,90
1276,2016000061,A,Arts and Humanities,96.5,3.52,HIS 400,Special Topics in Modern History,23,100%,2,No,1,92081,33.164374,-117.24027,20
1277,2016000061,P+,Other,100.0,3.52,Chapel,Chapel,23,100%,2,No,1,92081,33.164374,-117.24027,46
1299,2016000063,0,General Education,0.0,1.53,BIO 100,Natural World: Biology,22,87.50%,2,No,1,59803,46.796608,-113.95041599999999,6
1300,2016000063,C-,Business Management,71.0,1.53,BUS 310,Leadership and Business Ethics,22,94.12%,2,No,1,59803,46.796608,-113.95041599999999,44
1301,2016000063,F,Business Management,57.49,1.53,ECO 115,Principles of Macroeconomics,22,83.33%,2,No,1,59803,46.796608,-113.95041599999999,81
1302,2016000063,B-,Business Management,80.4,1.53,MGT 100,Foundations of Business,22,94.12%,2,No,1,59803,46.796608,-113.95041599999999,76
1303,2016000063,C-,Psychology,72.56,1.53,PSY 350,Managerial Psychology - People in Organizations,22,72.73%,2,No,1,59803,46.796608,-113.95041599999999,15
1304,2016000063,C,Integrated Core,74.0,2.43,INT 210,Western Civilization &amp; the Formation of Christendom,22,81.25%,2,No,1,59803,46.796608,-113.95041599999999,20
1305,2016000063,C,General Education,75.0,2.43,MTH 100,College Algebra,22,94.44%,2,No,1,59803,46.796608,-113.95041599999999,67
1306,2016000063,B,General Education,84.5,2.43,WRI 105,College Composition II,22,64.71%,2,No,1,59803,46.796608,-113.95041599999999,71
1308,2016000063,B-,Arts and Humanities,80.0,2.43,HIS 200,Special Topics: Civil War and Reconstruction Era,22,74.29%,2,No,1,59803,46.796608,-113.95041599999999,12
1310,2016000064,F,Natural Sciences,49.21,0.3,BIO 105,Introductory Biology I and LAB,25,93.75%,2,No,1,92119,32.817888,-117.03195600000001,6
1311,2016000064,F,Natural Sciences,40.68,0.3,CHE 105,General Chemistry I and LAB,25,100%,2,No,1,92119,32.817888,-117.03195600000001,31
1312,2016000064,D-,Integrated Core,60.0,0.3,INT 200,Classical Rhetoric,25,94.12%,2,No,1,92119,32.817888,-117.03195600000001,28
1313,2016000064,D-,Psychology,60.0,0.3,PSY 150,Introduction to Psychology,25,93.02%,2,No,1,92119,32.817888,-117.03195600000001,80
1315,2016000065,B,Natural Sciences,84.18,2.68,BIO 105,Introductory Biology I and LAB,20,97.92%,3,No,1,92064,32.983606,-117.019035,6
1316,2016000065,B-,Natural Sciences,82.18,2.68,CHE 105,General Chemistry I and LAB,20,100%,3,No,1,92064,32.983606,-117.019035,31
1317,2016000065,B+,Other,88.0,2.68,FRS 100,Freshman Seminar,20,100%,3,No,1,92064,32.983606,-117.019035,12
1318,2016000065,C-,Integrated Core,72.3,2.68,INT 100,Interdisciplinary Studies,20,100%,3,No,1,92064,32.983606,-117.019035,28
1320,2016000065,C,General Education,74.49,2.68,WRI 100,College Composition I,20,96.15%,3,No,1,92064,32.983606,-117.019035,54
1321,2016000065,C-,Natural Sciences,71.89,2.34,BIO 110,Introductory Biology II and LAB,20,96.30%,3,No,1,92064,32.983606,-117.019035,6
1322,2016000065,D-,Natural Sciences,61.5,2.34,CHE 110,General Chemistry II and LAB,20,100%,3,No,1,92064,32.983606,-117.019035,31
1323,2016000065,A-,Integrated Core,90.06,2.34,INT 110,Critical Reasoning,20,100%,3,No,1,92064,32.983606,-117.019035,29
1324,2016000065,A,General Education,96.5,2.34,WRI 105,College Composition II,20,100%,3,No,1,92064,32.983606,-117.019035,71
1326,2016000065,P+,Natural Sciences,100.0,2.34,BIO 390,Journal Club and Scientific Writing,20,100%,3,No,1,92064,32.983606,-117.019035,31
1327,2016000065,B,Natural Sciences,85.71,2.37,BIO 305,Human Physiology &amp; Anatomy I,20,96.43%,3,No,1,92064,32.983606,-117.019035,73
1328,2016000065,C-,Natural Sciences,71.11,2.37,CHE 215,Organic Chemistry I and LAB,20,100%,3,No,1,92064,32.983606,-117.019035,31
1329,2016000065,A,Natural Sciences,93.17,2.37,MTH 110,Calculus I,20,100%,3,No,1,92064,32.983606,-117.019035,67
1331,2016000065,D,Integrated Core,63.2,2.37,INT 300,Ethics,20,82.14%,3,No,1,92064,32.983606,-117.019035,29
1332,2016000065,C,Natural Sciences,74.14,2.98,BIO 310,Human Physiology and Anatomy II,20,75%,3,No,1,92064,32.983606,-117.019035,73
1334,2016000065,B,Integrated Core,85.14,2.98,INT 210,Western Civilization &amp; the Formation of Christendom,20,93.48%,3,No,1,92064,32.983606,-117.019035,20
1335,2016000065,A,Natural Sciences,93.0,2.98,MTH 210,Calculus II,20,70.37%,3,No,1,92064,32.983606,-117.019035,25
1336,2016000065,B+,Natural Sciences,88.0,2.98,MTH 315,Biostatistics,20,50%,3,No,1,92064,32.983606,-117.019035,25
1337,2016000065,F,Natural Sciences,3.88,1.15,BIO 425,Cell Biology,20,41.30%,3,No,1,92064,32.983606,-117.019035,33
1338,2016000065,F,Natural Sciences,4.71,1.15,CHE 300,Biochemistry I,20,37.04%,3,No,1,92064,32.983606,-117.019035,33
1339,2016000065,C+,General Education,78.4,1.15,COM 105,Oral Communication,20,74%,3,No,1,92064,32.983606,-117.019035,41
1340,2016000065,P+,Other,100.0,1.15,Chapel,Chapel,20,96.97%,3,No,1,92064,32.983606,-117.019035,46
1352,2016000067,C+,Natural Sciences,77.77,2.92,BIO 110,Introductory Biology II and LAB,23,98.15%,2,Yes,1,92307,34.571218,-117.133073,6
1353,2016000067,B-,Kinesiology,82.2,2.92,KIN 315,Nutrition for Health &amp; Exercise Performance,23,96%,2,Yes,1,92307,34.571218,-117.133073,40
1354,2016000067,A-,General Education,90.0,2.92,MTH 100,College Algebra,23,100%,2,Yes,1,92307,34.571218,-117.133073,67
1355,2016000067,B+,General Education,86.92,2.92,SPA 105,Spanish II,23,94.44%,2,Yes,1,92307,34.571218,-117.133073,19
1356,2016000067,B-,General Education,80.0,2.92,THE 105,New Testament,23,100%,2,Yes,1,92307,34.571218,-117.133073,52
1358,2016000067,B+,Kinesiology,86.78,2.58,KIN 150,Intro to Athletic Training,23,93.10%,2,Yes,1,92307,34.571218,-117.133073,51
1359,2016000067,B-,Kinesiology,82.36,2.58,KIN 200,Introduction to Kinesiology,23,76.92%,2,Yes,1,92307,34.571218,-117.133073,40
1360,2016000067,C+,Natural Sciences,78.96,2.58,CHE 105,General Chemistry I and LAB,23,100%,2,Yes,1,92307,34.571218,-117.133073,31
1361,2016000067,A-,Integrated Core,91.53,2.58,INT 300,Ethics,23,85.71%,2,Yes,1,92307,34.571218,-117.133073,29
1365,2016000067,A-,Integrated Core,90.0,3.22,INT 210,Western Civilization &amp; the Formation of Christendom,23,100%,2,Yes,1,92307,34.571218,-117.133073,20
1366,2016000067,A-,Integrated Core,90.0,3.22,INT 310,Modern European Thought &amp; Culture,23,90.63%,2,Yes,1,92307,34.571218,-117.133073,28
1367,2016000067,A-,Kinesiology,91.0,3.22,KIN 275,Fundamentals of Strength &amp; Conditioning &amp; Ex Prescription,23,96.88%,2,Yes,1,92307,34.571218,-117.133073,77
1368,2016000067,B,Kinesiology,84.0,3.22,KIN 300,Applied Kinesiology,23,96.97%,2,Yes,1,92307,34.571218,-117.133073,77
1370,2016000067,C,Kinesiology,73.98,2.69,KIN 325,Motor Control &amp; Learning,23,90%,2,Yes,1,92307,34.571218,-117.133073,40
1371,2016000067,C+,Kinesiology,76.15,2.69,KIN 350,Measurments and Evaluation in Kinesiology,23,87.88%,2,Yes,1,92307,34.571218,-117.133073,66
1372,2016000067,B+,Kinesiology,89.0,2.69,KIN 490,Research Methods I,23,100%,2,Yes,1,92307,34.571218,-117.133073,40
1373,2016000067,A-,Kinesiology,90.91,2.69,KIN 330,Prevention &amp; Care of Injuries,23,94.87%,2,Yes,1,92307,34.571218,-117.133073,51
1374,2016000067,P+,Other,100.0,2.69,Chapel,Chapel,23,100%,2,Yes,1,92307,34.571218,-117.133073,46
1375,2016000067,C+,Natural Sciences,77.04,2.69,PHY 105,Physics I and LAB,23,100%,2,Yes,1,92307,34.571218,-117.133073,57
1381,2016000069,B,Business Management,84.5,3.68,ECO 110,Principles of Microeconomics,19,100%,2,No,1,95746,38.747526,-121.18009199999999,17
1382,2016000069,A,Integrated Core,96.8,3.68,INT 110,Critical Reasoning,19,90.63%,2,No,1,95746,38.747526,-121.18009199999999,29
1383,2016000069,A-,General Education,90.0,3.68,MTH 100,College Algebra,19,100%,2,No,1,95746,38.747526,-121.18009199999999,67
1384,2016000069,A,General Education,105.72,3.68,WRI 100,College Composition I,19,90.48%,2,No,1,95746,38.747526,-121.18009199999999,71
1387,2016000069,A,Business Management,93.67,4.0,ECO 115,Principles of Macroeconomics,19,93.75%,2,No,1,95746,38.747526,-121.18009199999999,89
1388,2016000069,A,Business Management,95.25,4.0,MGT 100,Foundations of Management,19,100%,2,No,1,95746,38.747526,-121.18009199999999,4
1389,2016000069,A,General Education,98.1,4.0,THE 100,Orthodox Christianity,19,100%,2,No,1,95746,38.747526,-121.18009199999999,83
1390,2016000069,A,General Education,96.75,4.0,WRI 105,College Composition II,19,96%,2,No,1,95746,38.747526,-121.18009199999999,10
1392,2016000069,A,Integrated Core,99.29,4.0,INT 200,Classical Rhetoric,19,100%,2,No,1,95746,38.747526,-121.18009199999999,25
1393,2016000069,A,Business Management,93.7,4.0,BUS 310,Leadership,19,100%,2,No,1,95746,38.747526,-121.18009199999999,0
1394,2016000069,A-,Business Management,90.0,3.88,MGT 315,Organizational Behavior,19,90.20%,2,No,1,95746,38.747526,-121.18009199999999,89
1395,2016000069,A,Integrated Core,101.16,3.88,INT 310,Modern European Thought &amp; Culture,19,100%,2,No,1,95746,38.747526,-121.18009199999999,28
1396,2016000069,A,Business Management,93.0,3.88,MGT 320,HR and Talent Management,19,97.06%,2,No,1,95746,38.747526,-121.18009199999999,89
1397,2016000069,A,General Education,93.25,3.88,MTH 105,Introduction to Statistics,19,100%,2,No,1,95746,38.747526,-121.18009199999999,15
1400,2016000069,B+,Business Management,88.59,3.9,ACC 220,Financial Accounting,19,96.67%,2,No,1,95746,38.747526,-121.18009199999999,79
1401,2016000069,A,General Education,98.18,3.9,COM 105,Oral Communication,19,96%,2,No,1,95746,38.747526,-121.18009199999999,41
1402,2016000069,A,Business Management,94.04,3.9,MKT 320,Marketing Management,19,100%,2,No,1,95746,38.747526,-121.18009199999999,22
1403,2016000069,P+,Other,100.0,3.9,Chapel,Chapel,19,100%,2,No,1,95746,38.747526,-121.18009199999999,46
1404,2016000069,A,General Education,96.5,3.9,SPA 100,Spanish I,19,96.88%,2,No,1,95746,38.747526,-121.18009199999999,19
1405,2016000069,A,General Education,96.18,3.9,BIO 100,Natural World: Biology,19,100%,2,No,1,95746,38.747526,-121.18009199999999,77
